id_fact_order|order_id|product_id|customer_id|order_date|supplier_id|category_id|quantity|unit_price|discount|amount|freight
663|10499|28|LILAS|1997-04-08|12|7|20|45.6|0.0|912.0|102.02
664|10499|49|LILAS|1997-04-08|23|3|25|20.0|0.0|500.0|102.02
665|10500|15|LAMAI|1997-04-09|6|2|12|15.5|0.05|186.0|42.68
666|10500|28|LAMAI|1997-04-09|12|7|8|45.6|0.05|364.8|42.68
667|10501|54|BLAUS|1997-04-09|25|6|20|7.45|0.0|149.0|8.85
668|10502|45|PERIC|1997-04-10|21|8|21|9.5|0.0|199.5|69.32
669|10502|53|PERIC|1997-04-10|24|6|6|32.8|0.0|196.79999999999998|69.32
670|10502|67|PERIC|1997-04-10|16|1|30|14.0|0.0|420.0|69.32
671|10503|14|HUNGO|1997-04-11|6|7|70|23.25|0.0|1627.5|16.74
672|10503|65|HUNGO|1997-04-11|2|2|20|21.05|0.0|421.0|16.74
673|10504|2|WHITC|1997-04-11|1|1|12|19.0|0.0|228.0|59.13
674|10504|21|WHITC|1997-04-11|8|3|12|10.0|0.0|120.0|59.13
675|10504|53|WHITC|1997-04-11|24|6|10|32.8|0.0|328.0|59.13
676|10504|61|WHITC|1997-04-11|29|2|25|28.5|0.0|712.5|59.13
677|10505|62|MEREP|1997-04-14|29|3|3|49.3|0.0|147.89999999999998|7.13
678|10506|25|KOENE|1997-04-15|11|3|18|14.0|0.1|252.0|21.19
679|10506|70|KOENE|1997-04-15|7|1|14|15.0|0.1|210.0|21.19
680|10507|43|ANTON|1997-04-15|20|1|15|46.0|0.15|690.0|47.45
681|10507|48|ANTON|1997-04-15|22|3|15|12.75|0.15|191.25|47.45
682|10508|13|OTTIK|1997-04-16|6|8|10|6.0|0.0|60.0|4.99
683|10508|39|OTTIK|1997-04-16|18|1|10|18.0|0.0|180.0|4.99
684|10509|28|BLAUS|1997-04-17|12|7|3|45.6|0.0|136.8|0.15
685|10510|29|SAVEA|1997-04-18|12|6|36|123.79|0.0|4456.4400000000005|367.63
686|10510|75|SAVEA|1997-04-18|12|1|36|7.75|0.1|279.0|367.63
687|10511|4|BONAP|1997-04-18|2|2|50|22.0|0.15|1100.0|350.64
688|10511|7|BONAP|1997-04-18|3|7|50|30.0|0.15|1500.0|350.64
689|10511|8|BONAP|1997-04-18|3|2|10|40.0|0.15|400.0|350.64
690|10512|24|FAMIA|1997-04-21|10|1|10|4.5|0.15|45.0|3.53
691|10512|46|FAMIA|1997-04-21|21|8|9|12.0|0.15|108.0|3.53
692|10512|47|FAMIA|1997-04-21|22|3|6|9.5|0.15|57.0|3.53
693|10512|60|FAMIA|1997-04-21|28|4|12|34.0|0.15|408.0|3.53
694|10513|21|WANDK|1997-04-22|8|3|40|10.0|0.2|400.0|105.65
695|10513|32|WANDK|1997-04-22|14|4|50|32.0|0.2|1600.0|105.65
696|10513|61|WANDK|1997-04-22|29|2|15|28.5|0.2|427.5|105.65
697|10514|20|ERNSH|1997-04-22|8|3|39|81.0|0.0|3159.0|789.95
698|10514|28|ERNSH|1997-04-22|12|7|35|45.6|0.0|1596.0|789.95
699|10514|56|ERNSH|1997-04-22|26|5|70|38.0|0.0|2660.0|789.95
700|10514|65|ERNSH|1997-04-22|2|2|39|21.05|0.0|820.95|789.95
701|10514|75|ERNSH|1997-04-22|12|1|50|7.75|0.0|387.5|789.95
702|10515|9|QUICK|1997-04-23|4|6|16|97.0|0.15|1552.0|204.47
703|10515|16|QUICK|1997-04-23|7|3|50|17.45|0.0|872.5|204.47
704|10515|27|QUICK|1997-04-23|11|3|120|43.9|0.0|5268.0|204.47
705|10515|33|QUICK|1997-04-23|15|4|16|2.5|0.15|40.0|204.47
706|10515|60|QUICK|1997-04-23|28|4|84|34.0|0.15|2856.0|204.47
707|10516|18|HUNGO|1997-04-24|7|8|25|62.5|0.1|1562.5|62.78
708|10516|41|HUNGO|1997-04-24|19|8|80|9.65|0.1|772.0|62.78
709|10516|42|HUNGO|1997-04-24|20|5|20|14.0|0.0|280.0|62.78
710|10517|52|NORTS|1997-04-24|24|5|6|7.0|0.0|42.0|32.07
711|10517|59|NORTS|1997-04-24|28|4|4|55.0|0.0|220.0|32.07
712|10517|70|NORTS|1997-04-24|7|1|6|15.0|0.0|90.0|32.07
713|10518|24|TORTU|1997-04-25|10|1|5|4.5|0.0|22.5|218.15
714|10518|38|TORTU|1997-04-25|18|1|15|263.5|0.0|3952.5|218.15
715|10518|44|TORTU|1997-04-25|20|2|9|19.45|0.0|175.04999999999998|218.15
716|10519|10|CHOPS|1997-04-28|4|8|16|31.0|0.05|496.0|91.76
717|10519|56|CHOPS|1997-04-28|26|5|40|38.0|0.0|1520.0|91.76
718|10519|60|CHOPS|1997-04-28|28|4|10|34.0|0.05|340.0|91.76
719|10520|24|SANTG|1997-04-29|10|1|8|4.5|0.0|36.0|13.37
720|10520|53|SANTG|1997-04-29|24|6|5|32.8|0.0|164.0|13.37
721|10521|35|CACTU|1997-04-29|16|1|3|18.0|0.0|54.0|17.22
722|10521|41|CACTU|1997-04-29|19|8|10|9.65|0.0|96.5|17.22
723|10521|68|CACTU|1997-04-29|8|3|6|12.5|0.0|75.0|17.22
724|10522|1|LEHMS|1997-04-30|8|1|40|18.0|0.2|720.0|45.33
725|10522|8|LEHMS|1997-04-30|3|2|24|40.0|0.0|960.0|45.33
726|10522|30|LEHMS|1997-04-30|13|8|20|25.89|0.2|517.8|45.33
727|10522|40|LEHMS|1997-04-30|19|8|25|18.4|0.2|459.99999999999994|45.33
728|10523|17|SEVES|1997-05-01|7|6|25|39.0|0.1|975.0|77.63
729|10523|20|SEVES|1997-05-01|8|3|15|81.0|0.1|1215.0|77.63
730|10523|37|SEVES|1997-05-01|17|8|18|26.0|0.1|468.0|77.63
731|10523|41|SEVES|1997-05-01|19|8|6|9.65|0.1|57.900000000000006|77.63
732|10524|10|BERGS|1997-05-01|4|8|2|31.0|0.0|62.0|244.79
733|10524|30|BERGS|1997-05-01|13|8|10|25.89|0.0|258.9|244.79
734|10524|43|BERGS|1997-05-01|20|1|60|46.0|0.0|2760.0|244.79
735|10524|54|BERGS|1997-05-01|25|6|15|7.45|0.0|111.75|244.79
736|10525|36|BONAP|1997-05-02|17|8|30|19.0|0.0|570.0|11.06
737|10525|40|BONAP|1997-05-02|19|8|15|18.4|0.1|276.0|11.06
738|10526|1|WARTH|1997-05-05|8|1|8|18.0|0.15|144.0|58.59
739|10526|13|WARTH|1997-05-05|6|8|10|6.0|0.0|60.0|58.59
740|10526|56|WARTH|1997-05-05|26|5|30|38.0|0.15|1140.0|58.59
741|10527|4|QUICK|1997-05-05|2|2|50|22.0|0.1|1100.0|41.9
742|10527|36|QUICK|1997-05-05|17|8|30|19.0|0.1|570.0|41.9
743|10528|11|GREAL|1997-05-06|5|4|3|21.0|0.0|63.0|3.35
744|10528|33|GREAL|1997-05-06|15|4|8|2.5|0.2|20.0|3.35
745|10528|72|GREAL|1997-05-06|14|4|9|34.8|0.0|313.2|3.35
746|10529|55|MAISD|1997-05-07|25|6|14|24.0|0.0|336.0|66.69
747|10529|68|MAISD|1997-05-07|8|3|20|12.5|0.0|250.0|66.69
748|10529|69|MAISD|1997-05-07|15|4|10|36.0|0.0|360.0|66.69
749|10530|17|PICCO|1997-05-08|7|6|40|39.0|0.0|1560.0|339.22
750|10530|43|PICCO|1997-05-08|20|1|25|46.0|0.0|1150.0|339.22
751|10530|61|PICCO|1997-05-08|29|2|20|28.5|0.0|570.0|339.22
752|10530|76|PICCO|1997-05-08|23|1|50|18.0|0.0|900.0|339.22
753|10531|59|OCEAN|1997-05-08|28|4|2|55.0|0.0|110.0|8.12
754|10532|30|EASTC|1997-05-09|13|8|15|25.89|0.0|388.35|74.46
755|10532|66|EASTC|1997-05-09|2|2|24|17.0|0.0|408.0|74.46
756|10533|4|FOLKO|1997-05-12|2|2|50|22.0|0.05|1100.0|188.04
757|10533|72|FOLKO|1997-05-12|14|4|24|34.8|0.0|835.1999999999999|188.04
758|10533|73|FOLKO|1997-05-12|17|8|24|15.0|0.05|360.0|188.04
759|10534|30|LEHMS|1997-05-12|13|8|10|25.89|0.0|258.9|27.94
760|10534|40|LEHMS|1997-05-12|19|8|10|18.4|0.2|184.0|27.94
761|10534|54|LEHMS|1997-05-12|25|6|10|7.45|0.2|74.5|27.94
762|10535|11|ANTON|1997-05-13|5|4|50|21.0|0.1|1050.0|15.64
763|10535|40|ANTON|1997-05-13|19|8|10|18.4|0.1|184.0|15.64
764|10535|57|ANTON|1997-05-13|26|5|5|19.5|0.1|97.5|15.64
765|10535|59|ANTON|1997-05-13|28|4|15|55.0|0.1|825.0|15.64
766|10536|12|LEHMS|1997-05-14|5|4|15|38.0|0.25|570.0|58.88
767|10536|31|LEHMS|1997-05-14|14|4|20|12.5|0.0|250.0|58.88
768|10536|33|LEHMS|1997-05-14|15|4|30|2.5|0.0|75.0|58.88
769|10536|60|LEHMS|1997-05-14|28|4|35|34.0|0.25|1190.0|58.88
770|10537|31|RICSU|1997-05-14|14|4|30|12.5|0.0|375.0|78.85
771|10537|51|RICSU|1997-05-14|24|7|6|53.0|0.0|318.0|78.85
772|10537|58|RICSU|1997-05-14|27|8|20|13.25|0.0|265.0|78.85
773|10537|72|RICSU|1997-05-14|14|4|21|34.8|0.0|730.8|78.85
774|10537|73|RICSU|1997-05-14|17|8|9|15.0|0.0|135.0|78.85
775|10538|70|BSBEV|1997-05-15|7|1|7|15.0|0.0|105.0|4.87
776|10538|72|BSBEV|1997-05-15|14|4|1|34.8|0.0|34.8|4.87
777|10539|13|BSBEV|1997-05-16|6|8|8|6.0|0.0|48.0|12.36
778|10539|21|BSBEV|1997-05-16|8|3|15|10.0|0.0|150.0|12.36
779|10539|33|BSBEV|1997-05-16|15|4|15|2.5|0.0|37.5|12.36
780|10539|49|BSBEV|1997-05-16|23|3|6|20.0|0.0|120.0|12.36
781|10540|3|QUICK|1997-05-19|1|2|60|10.0|0.0|600.0|1007.64
782|10540|26|QUICK|1997-05-19|11|3|40|31.23|0.0|1249.2|1007.64
783|10540|38|QUICK|1997-05-19|18|1|30|263.5|0.0|7905.0|1007.64
784|10540|68|QUICK|1997-05-19|8|3|35|12.5|0.0|437.5|1007.64
785|10541|24|HANAR|1997-05-19|10|1|35|4.5|0.1|157.5|68.65
786|10541|38|HANAR|1997-05-19|18|1|4|263.5|0.1|1054.0|68.65
787|10541|65|HANAR|1997-05-19|2|2|36|21.05|0.1|757.8000000000001|68.65
788|10541|71|HANAR|1997-05-19|15|4|9|21.5|0.1|193.5|68.65
789|10542|11|KOENE|1997-05-20|5|4|15|21.0|0.05|315.0|10.95
790|10542|54|KOENE|1997-05-20|25|6|24|7.45|0.05|178.8|10.95
791|10543|12|LILAS|1997-05-21|5|4|30|38.0|0.15|1140.0|48.17
792|10543|23|LILAS|1997-05-21|9|5|70|9.0|0.15|630.0|48.17
793|10544|28|LONEP|1997-05-21|12|7|7|45.6|0.0|319.2|24.91
794|10544|67|LONEP|1997-05-21|16|1|7|14.0|0.0|98.0|24.91
795|10545|11|LAZYK|1997-05-22|5|4|10|21.0|0.0|210.0|11.92
796|10546|7|VICTE|1997-05-23|3|7|10|30.0|0.0|300.0|194.72
797|10546|35|VICTE|1997-05-23|16|1|30|18.0|0.0|540.0|194.72
798|10546|62|VICTE|1997-05-23|29|3|40|49.3|0.0|1972.0|194.72
799|10547|32|SEVES|1997-05-23|14|4|24|32.0|0.15|768.0|178.43
800|10547|36|SEVES|1997-05-23|17|8|60|19.0|0.0|1140.0|178.43
801|10548|34|TOMSP|1997-05-26|16|1|10|14.0|0.25|140.0|1.43
802|10548|41|TOMSP|1997-05-26|19|8|14|9.65|0.0|135.1|1.43
803|10549|31|QUICK|1997-05-27|14|4|55|12.5|0.15|687.5|171.24
804|10549|45|QUICK|1997-05-27|21|8|100|9.5|0.15|950.0|171.24
805|10549|51|QUICK|1997-05-27|24|7|48|53.0|0.15|2544.0|171.24
806|10550|17|GODOS|1997-05-28|7|6|8|39.0|0.1|312.0|4.32
807|10550|19|GODOS|1997-05-28|8|3|10|9.2|0.0|92.0|4.32
808|10550|21|GODOS|1997-05-28|8|3|6|10.0|0.1|60.0|4.32
809|10550|61|GODOS|1997-05-28|29|2|10|28.5|0.1|285.0|4.32
810|10551|16|FURIB|1997-05-28|7|3|40|17.45|0.15|698.0|72.95
811|10551|35|FURIB|1997-05-28|16|1|20|18.0|0.15|360.0|72.95
812|10551|44|FURIB|1997-05-28|20|2|40|19.45|0.0|778.0|72.95
813|10552|69|HILAA|1997-05-29|15|4|18|36.0|0.0|648.0|83.22
814|10552|75|HILAA|1997-05-29|12|1|30|7.75|0.0|232.5|83.22
815|10553|11|WARTH|1997-05-30|5|4|15|21.0|0.0|315.0|149.49
816|10553|16|WARTH|1997-05-30|7|3|14|17.45|0.0|244.29999999999998|149.49
817|10553|22|WARTH|1997-05-30|9|5|24|21.0|0.0|504.0|149.49
818|10553|31|WARTH|1997-05-30|14|4|30|12.5|0.0|375.0|149.49
819|10553|35|WARTH|1997-05-30|16|1|6|18.0|0.0|108.0|149.49
820|10554|16|OTTIK|1997-05-30|7|3|30|17.45|0.05|523.5|120.97
821|10554|23|OTTIK|1997-05-30|9|5|20|9.0|0.05|180.0|120.97
822|10554|62|OTTIK|1997-05-30|29|3|20|49.3|0.05|986.0|120.97
823|10554|77|OTTIK|1997-05-30|12|2|10|13.0|0.05|130.0|120.97
824|10555|14|SAVEA|1997-06-02|6|7|30|23.25|0.2|697.5|252.49
825|10555|19|SAVEA|1997-06-02|8|3|35|9.2|0.2|322.0|252.49
826|10555|24|SAVEA|1997-06-02|10|1|18|4.5|0.2|81.0|252.49
827|10555|51|SAVEA|1997-06-02|24|7|20|53.0|0.2|1060.0|252.49
828|10555|56|SAVEA|1997-06-02|26|5|40|38.0|0.2|1520.0|252.49
829|10556|72|SIMOB|1997-06-03|14|4|24|34.8|0.0|835.1999999999999|9.8
830|10557|64|LEHMS|1997-06-03|12|5|30|33.25|0.0|997.5|96.72
831|10557|75|LEHMS|1997-06-03|12|1|20|7.75|0.0|155.0|96.72
832|10558|47|AROUT|1997-06-04|22|3|25|9.5|0.0|237.5|72.97
833|10558|51|AROUT|1997-06-04|24|7|20|53.0|0.0|1060.0|72.97
834|10558|52|AROUT|1997-06-04|24|5|30|7.0|0.0|210.0|72.97
835|10558|53|AROUT|1997-06-04|24|6|18|32.8|0.0|590.4|72.97
836|10558|73|AROUT|1997-06-04|17|8|3|15.0|0.0|45.0|72.97
837|10559|41|BLONP|1997-06-05|19|8|12|9.65|0.05|115.80000000000001|8.05
838|10559|55|BLONP|1997-06-05|25|6|18|24.0|0.05|432.0|8.05
839|10560|30|FRANK|1997-06-06|13|8|20|25.89|0.0|517.8|36.65
840|10560|62|FRANK|1997-06-06|29|3|15|49.3|0.25|739.5|36.65
841|10561|44|FOLKO|1997-06-06|20|2|10|19.45|0.0|194.5|242.21
842|10561|51|FOLKO|1997-06-06|24|7|50|53.0|0.0|2650.0|242.21
843|10562|33|REGGC|1997-06-09|15|4|20|2.5|0.1|50.0|22.95
844|10562|62|REGGC|1997-06-09|29|3|10|49.3|0.1|493.0|22.95
845|10563|36|RICAR|1997-06-10|17|8|25|19.0|0.0|475.0|60.43
846|10563|52|RICAR|1997-06-10|24|5|70|7.0|0.0|490.0|60.43
847|10564|17|RATTC|1997-06-10|7|6|16|39.0|0.05|624.0|13.75
848|10564|31|RATTC|1997-06-10|14|4|6|12.5|0.05|75.0|13.75
849|10564|55|RATTC|1997-06-10|25|6|25|24.0|0.05|600.0|13.75
850|10565|24|MEREP|1997-06-11|10|1|25|4.5|0.1|112.5|7.15
851|10565|64|MEREP|1997-06-11|12|5|18|33.25|0.1|598.5|7.15
852|10566|11|BLONP|1997-06-12|5|4|35|21.0|0.15|735.0|88.4
853|10566|18|BLONP|1997-06-12|7|8|18|62.5|0.15|1125.0|88.4
854|10566|76|BLONP|1997-06-12|23|1|10|18.0|0.0|180.0|88.4
855|10567|31|HUNGO|1997-06-12|14|4|60|12.5|0.2|750.0|33.97
856|10567|51|HUNGO|1997-06-12|24|7|3|53.0|0.0|159.0|33.97
857|10567|59|HUNGO|1997-06-12|28|4|40|55.0|0.2|2200.0|33.97
858|10568|10|GALED|1997-06-13|4|8|5|31.0|0.0|155.0|6.54
859|10569|31|RATTC|1997-06-16|14|4|35|12.5|0.2|437.5|58.98
860|10569|76|RATTC|1997-06-16|23|1|30|18.0|0.0|540.0|58.98
861|10570|11|MEREP|1997-06-17|5|4|15|21.0|0.05|315.0|188.99
862|10570|56|MEREP|1997-06-17|26|5|60|38.0|0.05|2280.0|188.99
863|10571|14|ERNSH|1997-06-17|6|7|11|23.25|0.15|255.75|26.06
864|10571|42|ERNSH|1997-06-17|20|5|28|14.0|0.15|392.0|26.06
865|10572|16|BERGS|1997-06-18|7|3|12|17.45|0.1|209.39999999999998|116.43
866|10572|32|BERGS|1997-06-18|14|4|10|32.0|0.1|320.0|116.43
867|10572|40|BERGS|1997-06-18|19|8|50|18.4|0.0|919.9999999999999|116.43
868|10572|75|BERGS|1997-06-18|12|1|15|7.75|0.1|116.25|116.43
869|10573|17|ANTON|1997-06-19|7|6|18|39.0|0.0|702.0|84.84
870|10573|34|ANTON|1997-06-19|16|1|40|14.0|0.0|560.0|84.84
871|10573|53|ANTON|1997-06-19|24|6|25|32.8|0.0|819.9999999999999|84.84
872|10574|33|TRAIH|1997-06-19|15|4|14|2.5|0.0|35.0|37.6
873|10574|40|TRAIH|1997-06-19|19|8|2|18.4|0.0|36.8|37.6
874|10574|62|TRAIH|1997-06-19|29|3|10|49.3|0.0|493.0|37.6
875|10574|64|TRAIH|1997-06-19|12|5|6|33.25|0.0|199.5|37.6
876|10575|59|MORGK|1997-06-20|28|4|12|55.0|0.0|660.0|127.34
877|10575|63|MORGK|1997-06-20|7|2|6|43.9|0.0|263.4|127.34
878|10575|72|MORGK|1997-06-20|14|4|30|34.8|0.0|1044.0|127.34
879|10575|76|MORGK|1997-06-20|23|1|10|18.0|0.0|180.0|127.34
880|10576|1|TORTU|1997-06-23|8|1|10|18.0|0.0|180.0|18.56
881|10576|31|TORTU|1997-06-23|14|4|20|12.5|0.0|250.0|18.56
882|10576|44|TORTU|1997-06-23|20|2|21|19.45|0.0|408.45|18.56
883|10577|39|TRAIH|1997-06-23|18|1|10|18.0|0.0|180.0|25.41
884|10577|75|TRAIH|1997-06-23|12|1|20|7.75|0.0|155.0|25.41
885|10577|77|TRAIH|1997-06-23|12|2|18|13.0|0.0|234.0|25.41
886|10578|35|BSBEV|1997-06-24|16|1|20|18.0|0.0|360.0|29.6
887|10578|57|BSBEV|1997-06-24|26|5|6|19.5|0.0|117.0|29.6
888|10579|15|LETSS|1997-06-25|6|2|10|15.5|0.0|155.0|13.73
889|10579|75|LETSS|1997-06-25|12|1|21|7.75|0.0|162.75|13.73
890|10580|14|OTTIK|1997-06-26|6|7|15|23.25|0.05|348.75|75.89
891|10580|41|OTTIK|1997-06-26|19|8|9|9.65|0.05|86.85000000000001|75.89
892|10580|65|OTTIK|1997-06-26|2|2|30|21.05|0.05|631.5|75.89
893|10581|75|FAMIA|1997-06-26|12|1|50|7.75|0.2|387.5|3.01
894|10582|57|BLAUS|1997-06-27|26|5|4|19.5|0.0|78.0|27.71
895|10582|76|BLAUS|1997-06-27|23|1|14|18.0|0.0|252.0|27.71
896|10583|29|WARTH|1997-06-30|12|6|10|123.79|0.0|1237.9|7.28
897|10583|60|WARTH|1997-06-30|28|4|24|34.0|0.15|816.0|7.28
898|10583|69|WARTH|1997-06-30|15|4|10|36.0|0.15|360.0|7.28
899|10584|31|BLONP|1997-06-30|14|4|50|12.5|0.05|625.0|59.14
900|10585|47|WELLI|1997-07-01|22|3|15|9.5|0.0|142.5|13.41
901|10586|52|REGGC|1997-07-02|24|5|4|7.0|0.15|28.0|0.48
902|10587|26|QUEDE|1997-07-02|11|3|6|31.23|0.0|187.38|62.52
903|10587|35|QUEDE|1997-07-02|16|1|20|18.0|0.0|360.0|62.52
904|10587|77|QUEDE|1997-07-02|12|2|20|13.0|0.0|260.0|62.52
905|10588|18|QUICK|1997-07-03|7|8|40|62.5|0.2|2500.0|194.67
906|10588|42|QUICK|1997-07-03|20|5|100|14.0|0.2|1400.0|194.67
907|10589|35|GREAL|1997-07-04|16|1|4|18.0|0.0|72.0|4.42
908|10590|1|MEREP|1997-07-07|8|1|20|18.0|0.0|360.0|44.77
909|10590|77|MEREP|1997-07-07|12|2|60|13.0|0.05|780.0|44.77
910|10591|3|VAFFE|1997-07-07|1|2|14|10.0|0.0|140.0|55.92
911|10591|7|VAFFE|1997-07-07|3|7|10|30.0|0.0|300.0|55.92
912|10591|54|VAFFE|1997-07-07|25|6|50|7.45|0.0|372.5|55.92
913|10592|15|LEHMS|1997-07-08|6|2|25|15.5|0.05|387.5|32.1
914|10592|26|LEHMS|1997-07-08|11|3|5|31.23|0.05|156.15|32.1
915|10593|20|LEHMS|1997-07-09|8|3|21|81.0|0.2|1701.0|174.2
916|10593|69|LEHMS|1997-07-09|15|4|20|36.0|0.2|720.0|174.2
917|10593|76|LEHMS|1997-07-09|23|1|4|18.0|0.2|72.0|174.2
918|10594|52|OLDWO|1997-07-09|24|5|24|7.0|0.0|168.0|5.24
919|10594|58|OLDWO|1997-07-09|27|8|30|13.25|0.0|397.5|5.24
920|10595|35|ERNSH|1997-07-10|16|1|30|18.0|0.25|540.0|96.78
921|10595|61|ERNSH|1997-07-10|29|2|120|28.5|0.25|3420.0|96.78
922|10595|69|ERNSH|1997-07-10|15|4|65|36.0|0.25|2340.0|96.78
923|10596|56|WHITC|1997-07-11|26|5|5|38.0|0.2|190.0|16.34
924|10596|63|WHITC|1997-07-11|7|2|24|43.9|0.2|1053.6|16.34
925|10596|75|WHITC|1997-07-11|12|1|30|7.75|0.2|232.5|16.34
926|10597|24|PICCO|1997-07-11|10|1|35|4.5|0.2|157.5|35.12
927|10597|57|PICCO|1997-07-11|26|5|20|19.5|0.0|390.0|35.12
928|10597|65|PICCO|1997-07-11|2|2|12|21.05|0.2|252.60000000000002|35.12
929|10598|27|RATTC|1997-07-14|11|3|50|43.9|0.0|2195.0|44.42
930|10598|71|RATTC|1997-07-14|15|4|9|21.5|0.0|193.5|44.42
931|10599|62|BSBEV|1997-07-15|29|3|10|49.3|0.0|493.0|29.98
932|10600|54|HUNGC|1997-07-16|25|6|4|7.45|0.0|29.8|45.13
933|10600|73|HUNGC|1997-07-16|17|8|30|15.0|0.0|450.0|45.13
934|10601|13|HILAA|1997-07-16|6|8|60|6.0|0.0|360.0|58.3
935|10601|59|HILAA|1997-07-16|28|4|35|55.0|0.0|1925.0|58.3
936|10602|77|VAFFE|1997-07-17|12|2|5|13.0|0.25|65.0|2.92
937|10603|22|SAVEA|1997-07-18|9|5|48|21.0|0.0|1008.0|48.77
938|10603|49|SAVEA|1997-07-18|23|3|25|20.0|0.05|500.0|48.77
939|10604|48|FURIB|1997-07-18|22|3|6|12.75|0.1|76.5|7.46
940|10604|76|FURIB|1997-07-18|23|1|10|18.0|0.1|180.0|7.46
941|10605|16|MEREP|1997-07-21|7|3|30|17.45|0.05|523.5|379.13
942|10605|59|MEREP|1997-07-21|28|4|20|55.0|0.05|1100.0|379.13
943|10605|60|MEREP|1997-07-21|28|4|70|34.0|0.05|2380.0|379.13
944|10605|71|MEREP|1997-07-21|15|4|15|21.5|0.05|322.5|379.13
945|10606|4|TRADH|1997-07-22|2|2|20|22.0|0.2|440.0|79.4
946|10606|55|TRADH|1997-07-22|25|6|20|24.0|0.2|480.0|79.4
947|10606|62|TRADH|1997-07-22|29|3|10|49.3|0.2|493.0|79.4
948|10607|7|SAVEA|1997-07-22|3|7|45|30.0|0.0|1350.0|200.24
949|10607|17|SAVEA|1997-07-22|7|6|100|39.0|0.0|3900.0|200.24
950|10607|33|SAVEA|1997-07-22|15|4|14|2.5|0.0|35.0|200.24
951|10607|40|SAVEA|1997-07-22|19|8|42|18.4|0.0|772.8|200.24
952|10607|72|SAVEA|1997-07-22|14|4|12|34.8|0.0|417.59999999999997|200.24
953|10608|56|TOMSP|1997-07-23|26|5|28|38.0|0.0|1064.0|27.79
954|10609|1|DUMON|1997-07-24|8|1|3|18.0|0.0|54.0|1.85
955|10609|10|DUMON|1997-07-24|4|8|10|31.0|0.0|310.0|1.85
956|10609|21|DUMON|1997-07-24|8|3|6|10.0|0.0|60.0|1.85
957|10610|36|LAMAI|1997-07-25|17|8|21|19.0|0.25|399.0|26.78
958|10611|1|WOLZA|1997-07-25|8|1|6|18.0|0.0|108.0|80.65
959|10611|2|WOLZA|1997-07-25|1|1|10|19.0|0.0|190.0|80.65
960|10611|60|WOLZA|1997-07-25|28|4|15|34.0|0.0|510.0|80.65
961|10612|10|SAVEA|1997-07-28|4|8|70|31.0|0.0|2170.0|544.08
962|10612|36|SAVEA|1997-07-28|17|8|55|19.0|0.0|1045.0|544.08
963|10612|49|SAVEA|1997-07-28|23|3|18|20.0|0.0|360.0|544.08
964|10612|60|SAVEA|1997-07-28|28|4|40|34.0|0.0|1360.0|544.08
965|10612|76|SAVEA|1997-07-28|23|1|80|18.0|0.0|1440.0|544.08
966|10613|13|HILAA|1997-07-29|6|8|8|6.0|0.1|48.0|8.11
967|10613|75|HILAA|1997-07-29|12|1|40|7.75|0.0|310.0|8.11
968|10614|11|BLAUS|1997-07-29|5|4|14|21.0|0.0|294.0|1.93
969|10614|21|BLAUS|1997-07-29|8|3|8|10.0|0.0|80.0|1.93
970|10614|39|BLAUS|1997-07-29|18|1|5|18.0|0.0|90.0|1.93
971|10615|55|WILMK|1997-07-30|25|6|5|24.0|0.0|120.0|0.75
972|10616|38|GREAL|1997-07-31|18|1|15|263.5|0.05|3952.5|116.53
973|10616|56|GREAL|1997-07-31|26|5|14|38.0|0.0|532.0|116.53
974|10616|70|GREAL|1997-07-31|7|1|15|15.0|0.05|225.0|116.53
975|10616|71|GREAL|1997-07-31|15|4|15|21.5|0.05|322.5|116.53
976|10617|59|GREAL|1997-07-31|28|4|30|55.0|0.15|1650.0|18.53
977|10618|6|MEREP|1997-08-01|3|2|70|25.0|0.0|1750.0|154.68
978|10618|56|MEREP|1997-08-01|26|5|20|38.0|0.0|760.0|154.68
979|10618|68|MEREP|1997-08-01|8|3|15|12.5|0.0|187.5|154.68
980|10619|21|MEREP|1997-08-04|8|3|42|10.0|0.0|420.0|91.05
981|10619|22|MEREP|1997-08-04|9|5|40|21.0|0.0|840.0|91.05
982|10620|24|LAUGB|1997-08-05|10|1|5|4.5|0.0|22.5|0.94
983|10620|52|LAUGB|1997-08-05|24|5|5|7.0|0.0|35.0|0.94
984|10621|19|ISLAT|1997-08-05|8|3|5|9.2|0.0|46.0|23.73
985|10621|23|ISLAT|1997-08-05|9|5|10|9.0|0.0|90.0|23.73
986|10621|70|ISLAT|1997-08-05|7|1|20|15.0|0.0|300.0|23.73
987|10621|71|ISLAT|1997-08-05|15|4|15|21.5|0.0|322.5|23.73
988|10622|2|RICAR|1997-08-06|1|1|20|19.0|0.0|380.0|50.97
989|10622|68|RICAR|1997-08-06|8|3|18|12.5|0.2|225.0|50.97
990|10623|14|FRANK|1997-08-07|6|7|21|23.25|0.0|488.25|97.18
991|10623|19|FRANK|1997-08-07|8|3|15|9.2|0.1|138.0|97.18
992|10623|21|FRANK|1997-08-07|8|3|25|10.0|0.1|250.0|97.18
993|10623|24|FRANK|1997-08-07|10|1|3|4.5|0.0|13.5|97.18
994|10623|35|FRANK|1997-08-07|16|1|30|18.0|0.1|540.0|97.18
995|10624|28|THECR|1997-08-07|12|7|10|45.6|0.0|456.0|94.8
